Archivio estrazioni EuroJackpot anno 2012 aggiornato al 28/12/2012
Concorso	Data	N.1	N.2	N.3	N.4	N.5	EN.1	EN.2	Q5+2	VI5+2	VT5+2	Q5+1	VI5+1	VT5+1	Q5+0	VI5+0	VT5+0	Q4+2	VI4+2	VT4+2	Q4+1	VI4+1	VT4+1	Q4+0	VI4+0	VT4+0	Q3+2	VI3+2	VT3+2	Q2+2	VI2+2	VT2+2	Q3+1	VI3+1	VT3+1	Q3+0	VI3+0	VT3+0	Q1+2	VI1+2	VT1+2	Q2+1	VI2+1	VT2+1
49	08/12/2017	9	15	20	24	34	1	5	15452209.36	0	0	321831.80	0	4	151450.20	1	3	5609.20	1	27	278.10	10	490	118.40	25	895	59.90	53	1516	21.70	734	21567	19.50	844	23262	15.50	1337	41914	10.30	3744	113631	8.20	11720	350158
48	01/12/2017	5	16	20	29	30	2	7	10000000.00	0	0	416053.60	0	3	55065.90	0	8	3765.10	6	39	222.80	27	593	108.60	33	946	46.70	82	1885	17.40	1065	26445	17.40	1083	24764	15.40	1818	40903	8.10	5522	141364	7.80	14819	356866
47	24/11/2017	11	16	18	22	43	7	8	10000000.00	0	1	1242185.30	0	2	86908.50	1	5	6035.30	0	24	237.00	15	550	126.50	28	801	65.70	57	1321	23.00	990	19441	16.40	1149	26407	15.50	1706	40126	11.00	4708	101850	7.10	16774	389596
46	17/11/2017	3	4	17	41	47	2	5	10000000.00	0	1	1253165.88	0	0	221146.90	0	2	5083.80	0	29	274.70	21	483	117.60	39	877	53.40	86	1656	18.40	1111	25458	18.40	1022	23328	15.50	2066	40832	8.60	5429	133564	7.80	15411	360287
45	10/11/2017	1	14	17	24	50	8	9	23425613.90	0	1	919573.10	0	3	251545.00	0	2	4532.30	3	37	277.90	15	543	119.20	29	984	77.50	47	1298	28.00	680	18551	19.30	1007	26045	15.10	1832	47705	13.20	3642	98770	8.10	14925	394313
44	03/11/2017	2	35	44	45	50	6	7	15646906.36	0	0	1333297.34	0	0	470575.50	0	1	6819.90	0	23	342.60	8	412	149.30	33	735	80.00	27	1175	26.80	630	18077	22.60	639	20789	18.90	1244	35578	11.80	3585	103111	8.90	11461	333087
43	27/10/2017	2	20	23	29	50	4	5	10000000.00	0	0	1289927.70	0	1	41388.00	2	11	4895.30	4	31	298.80	24	457	133.90	24	793	67.20	67	1353	22.50	790	20862	19.70	968	23014	16.80	1509	38657	10.40	4364	113091	8.10	14228	356672
42	20/10/2017	1	10	25	46	49	1	6	41570496.90	0	1	435251.60	0	4	102412.10	0	6	4876.70	2	42	248.40	30	742	111.70	50	1283	57.70	59	2129	22.20	1006	28549	19.00	1044	32337	15.50	1817	56500	10.70	4608	148659	8.50	14372	455860
41	13/10/2017	9	40	43	44	46	1	8	31866787.24	0	0	817025.00	0	2	144180.80	0	4	5654.10	2	34	284.50	11	608	135.60	19	992	76.80	43	1500	23.70	645	25102	22.70	663	25366	18.60	1120	44298	10.80	4098	138372	9.50	11033	385117
40	06/10/2017	5	17	28	40	44	1	8	22955962.06	0	0	1393936.70	0	1	98395.50	1	5	4432.20	1	37	256.20	20	576	98.70	32	1163	60.90	67	1615	21.60	860	23459	18.20	937	26922	14.40	1678	48863	10.20	4831	125020	8.10	14241	385091
39	29/09/2017	2	12	15	29	44	7	10	15675865.84	0	0	446711.60	0	3	94597.70	0	5	4926.90	1	32	236.10	17	601	92.20	50	1196	74.60	49	1268	26.60	658	18348	17.20	997	27358	13.30	1796	50929	13.30	3322	91817	8.00	14265	376301
38	22/09/2017	10	17	32	36	47	2	5	10000000.00	0	0	1281937.10	0	1	150816.10	0	3	4189.30	0	36	265.10	9	512	115.10	28	917	50.30	66	1796	18.60	1010	25119	18.60	935	24200	16.10	1482	40257	8.70	5041	135059	8.00	13884	360034
37	15/09/2017	15	22	29	33	47	3	7	15363349.60	0	2	308244.30	0	5	77708.60	1	7	1333.20	5	136	179.90	27	907	84.40	39	1503	29.40	143	3696	13.90	1473	45737	13.90	1163	34874	13.90	1820	54237	7.00	7543	229808	7.00	15599	461326
36	08/09/2017	11	38	40	42	48	4	5	22284169.96	0	0	447913.70	0	3	94852.30	0	5	6873.30	1	23	328.50	14	433	149.50	15	740	73.40	40	1292	24.50	593	19972	21.10	651	22446	18.80	1163	36136	10.60	4102	115484	8.70	11786	346250
35	01/09/2017	3	4	9	19	28	1	7	15438874.96	0	0	642089.40	0	2	34864.50	0	13	2962.30	1	51	158.80	58	856	64.80	71	1632	44.30	96	2045	17.70	1075	26324	13.50	1475	33431	10.90	2676	59509	9.50	4876	123193	6.80	18163	423785
34	25/08/2017	11	20	28	41	45	5	9	10000000.00	0	0	407221.10	0	3	71862.50	0	6	3593.10	0	40	249.20	18	519	113.40	29	887	62.10	55	1388	23.40	769	18994	20.60	793	20895	16.40	1338	37632	10.80	3982	102942	8.70	12259	312290
33	18/08/2017	1	4	20	32	34	3	6	47357065.00	0	1	415861.50	0	4	195699.50	0	3	4773.10	0	41	288.70	12	610	144.00	21	951	59.90	43	1957	19.70	848	32110	19.70	644	28438	17.40	1234	48140	8.30	4891	184642	8.30	11424	445853
32	11/08/2017	13	14	21	23	40	1	3	38183063.69	0	0	2737236.60	0	2	132604.10	0	4	4420.10	0	40	252.10	20	631	130.60	20	947	57.50	62	1842	21.00	810	26068	17.80	894	29748	15.70	1379	48320	10.40	4209	132459	7.40	14334	456062
31	04/08/2017	18	39	44	46	47	4	6	29777085.08	0	0	3971626.79	0	0	248969.30	0	2	5723.40	2	29	302.30	19	494	136.50	26	851	58.70	77	1694	20.00	861	25616	20.00	784	24874	17.10	1257	41586	9.00	4816	142830	8.50	11800	368899
30	28/07/2017	14	18	26	40	45	1	5	21927075.84	0	0	2560800.44	0	0	77163.80	0	6	4286.80	1	36	254.30	13	546	124.30	29	869	68.20	38	1356	23.20	845	20547	19.80	810	23358	16.10	1409	41191	10.50	4368	113707	8.60	12380	341571
29	21/07/2017	27	35	36	38	48	2	3	15000000.00	0	0	0.00	0	0	88165.80	0	5	5247.90	1	28	250.40	23	528	134.80	22	763	69.40	47	1270	25.10	599	18132	17.90	773	24492	17.00	1279	36992	11.80	3362	96725	7.50	13154	372536
28	14/07/2017	3	9	25	31	49	8	9	10000000.00	0	0	410780.70	0	3	43494.40	0	10	6303.50	1	23	187.70	25	695	88.60	47	1145	81.60	58	1065	29.50	634	15185	16.60	1097	26137	14.20	1858	44402	14.20	3450	78965	7.60	15677	362473
27	07/07/2017	15	16	17	23	30	6	9	46505018.60	0	1	801352.60	0	2	80808.60	1	7	5387.20	1	35	274.50	21	618	110.40	39	1195	65.80	59	1717	24.00	907	24274	18.90	1042	29804	14.00	2061	57691	11.40	4613	128063	8.20	14973	434928
26	30/06/2017	1	3	11	18	31	3	6	37562585.72	0	0	299394.50	0	5	176114.40	0	3	2840.50	1	62	161.90	45	979	89.90	47	1370	39.80	104	2652	15.50	1452	35181	15.00	1366	35030	13.70	1994	55131	7.50	7163	181195	7.30	17594	457968
25	23/06/2017	6	14	19	27	35	2	4	29285164.13	0	0	531211.90	0	5	60165.90	1	8	2168.10	1	74	147.00	33	982	76.50	61	1468	45.10	82	2130	18.20	1031	27228	13.70	1259	34991	12.40	2301	55555	9.50	5003	131322	6.90	16777	443683
24	16/06/2017	1	24	25	31	38	1	7	21657638.28	0	0	0.00	0	0	152034.90	0	3	5242.50	0	29	282.70	15	484	139.80	15	761	62.00	56	1470	20.90	970	22457	19.70	827	23046	16.90	1441	38512	9.80	5109	119867	8.20	14076	353043
23	09/06/2017	13	17	20	24	47	5	8	15000000.00	0	0	246729.00	0	5	108851.00	0	4	2791.00	9	52	225.50	27	579	99.20	52	1024	44.10	106	1973	16.20	1503	27988	16.20	1282	26511	13.90	2278	44695	8.00	6497	139980	7.30	17714	377151
22	02/06/2017	2	4	17	20	46	1	8	10000000.00	0	0	304941.10	0	4	143501.70	0	3	5519.20	2	26	260.30	28	496	104.40	60	962	60.70	52	1418	22.50	756	19710	18.60	962	23072	14.30	1996	43044	10.60	3934	105111	8.30	12905	329736
21	26/05/2017	3	11	13	15	23	1	9	50270035.20	0	1	228137.00	0	7	15233.30	3	37	5525.80	0	34	177.60	33	952	64.80	71	2027	54.20	87	2077	23.00	890	25241	14.90	1440	37604	11.20	2946	79479	11.20	4274	123361	7.80	16863	457728
20	19/05/2017	22	33	41	46	50	2	6	41292212.38	0	0	516438.40	0	3	136704.20	0	4	5207.70	0	35	279.90	17	586	122.90	51	1038	64.50	43	1694	21.40	784	26386	20.50	904	26633	16.70	1616	46915	9.60	4786	147145	8.80	12887	393777
19	12/05/2017	7	14	31	35	46	1	2	32652093.94	0	0	731856.10	0	2	57400.40	0	9	4783.30	1	36	233.70	19	663	111.50	37	1081	74.10	60	1394	26.50	726	20090	18.30	937	28158	14.20	1865	52004	12.20	4119	109929	8.30	14516	395666
18	05/05/2017	8	11	23	41	42	6	8	24472692.03	0	0	1374940.80	0	2	488977.20	0	1	5433.00	3	30	230.20	48	637	108.70	51	1049	60.10	70	1625	20.80	1106	24244	17.20	1369	28311	14.80	1867	47168	10.00	5499	126364	7.80	17199	397780
17	28/04/2017	3	38	39	41	45	3	5	16627077.94	0	0	0.00	0	0	160523.00	0	3	4864.30	1	33	325.30	19	444	159.60	15	704	58.70	77	1640	19.70	1187	26095	19.70	861	23479	18.80	1366	36627	8.10	6641	153811	8.10	14020	373448
16	21/04/2017	27	31	44	46	49	6	8	10000000.00	0	0	322331.50	0	4	151685.40	0	3	6320.20	0	24	293.50	10	465	141.00	26	753	68.70	40	1324	23.80	697	19705	21.20	717	21422	18.00	1231	36168	10.70	4534	110529	8.70	12975	331983
15	14/04/2017	6	22	33	46	49	1	5	86970702.80	0	1	821662.00	0	3	86999.50	0	10	5178.50	3	56	258.60	26	1009	103.60	68	1958	64.20	90	2708	22.90	1002	39240	17.90	1297	48409	14.60	2337	85379	10.90	5085	206245	8.20	17164	668674
14	07/04/2017	10	27	43	45	46	4	8	73302170.90	0	0	374807.90	0	6	99213.80	1	8	4070.30	5	65	287.50	28	828	135.70	55	1364	54.60	67	2906	19.20	1125	44839	19.20	997	39181	17.20	1592	65776	8.30	7024	253400	8.30	16081	598460
13	31/03/2017	8	14	34	40	44	1	7	60978335.72	0	0	489804.10	0	4	172872.00	0	4	5122.10	3	45	288.50	19	719	129.10	35	1249	67.00	67	2062	23.30	959	30541	20.10	896	34362	15.80	1610	62480	10.30	5429	172916	8.50	14526	516931
12	24/03/2017	25	26	30	36	44	3	9	50169632.74	0	0	578497.30	0	3	122505.30	0	5	5373.00	0	38	313.50	11	586	143.20	31	998	61.00	63	2007	20.20	1067	32667	20.20	767	28781	17.50	1377	49986	8.50	6594	185186	8.50	14383	454713
11	17/03/2017	3	16	25	38	45	7	8	40504103.56	0	0	178022.10	0	9	94247.00	1	6	6731.90	0	28	158.50	26	1070	90.20	32	1462	69.50	65	1627	23.80	898	24503	15.20	1367	37192	14.30	1962	56660	11.30	5223	129491	7.20	17920	493849
10	10/03/2017	13	18	20	35	46	7	8	31577876.42	0	0	372000.20	0	4	175058.90	0	3	5835.20	2	30	260.40	27	605	130.90	29	936	69.70	62	1506	24.20	1027	22357	17.40	1073	30098	16.60	1533	45333	11.20	5521	120883	7.50	16976	442520
9	03/03/2017	3	7	16	18	25	2	10	23269914.66	0	0	468753.00	0	3	55147.40	0	9	4726.90	0	35	177.40	45	839	66.70	80	1735	65.60	61	1513	25.10	864	20408	15.90	1382	31182	11.60	2983	68910	11.60	4015	102499	7.80	17224	404390
8	24/02/2017	1	7	13	19	20	6	8	15574278.88	0	0	188021.30	0	7	22120.10	0	21	3036.00	3	51	120.00	78	1161	47.90	149	2305	47.90	100	1890	20.10	1142	23847	13.60	1718	34068	10.40	3252	63715	10.20	5359	117450	6.80	20791	428994
7	17/02/2017	7	18	19	40	49	5	6	10000000.00	0	0	216658.70	0	6	91761.30	0	5	4133.30	1	37	163.80	33	840	94.90	56	1127	60.70	63	1510	21.50	1014	22010	16.80	1279	27224	14.50	2018	45114	10.20	5329	116338	7.50	17703	387514
6	10/02/2017	13	23	31	42	44	2	5	22569527.60	0	2	568323.80	0	3	200584.80	0	3	4093.50	3	49	209.90	26	860	105.10	29	1335	50.90	103	2362	17.90	1204	34559	17.20	1079	34983	14.90	1793	57556	8.50	6316	182068	7.60	16204	500717
5	03/02/2017	4	5	17	39	47	3	4	35617981.30	0	0	398732.30	0	4	187638.70	1	3	3992.30	4	47	221.30	32	763	117.00	36	1122	58.80	88	1913	20.90	982	27765	15.50	1476	36323	15.50	2035	51577	10.00	5315	146263	6.90	20592	513826
4	27/01/2017	12	15	19	29	48	7	9	26774002.40	0	0	723952.00	0	2	170341.60	0	3	5323.10	3	32	239.90	30	639	102.70	59	1161	60.90	54	1676	23.20	1012	22760	16.40	1384	31135	14.30	2219	51184	11.40	4769	116447	7.30	19375	439855
3	20/01/2017	5	23	25	35	40	5	8	18642361.88	0	0	695022.30	0	2	163534.60	0	3	2771.70	3	59	255.50	22	576	130.80	23	875	41.10	104	2387	16.10	1423	31659	16.10	1269	30244	15.50	1720	45093	7.90	7106	161054	7.60	16362	407246
2	13/01/2017	2	21	26	44	45	1	6	10657316.30	0	0	483921.80	0	3	102477.50	0	5	6831.80	0	25	356.60	11	431	133.50	32	895	70.40	65	1454	23.70	886	22324	22.10	836	23120	17.00	1585	42966	10.60	4767	124726	9.10	12984	354957
1	06/01/2017	7	14	23	27	35	3	5	18000000.00	0	5	596446.70	2	35	37115.30	0	30	1566.00	2	237	106.00	46	3151	63.30	38	4098	32.00	153	6957	15.10	1532	76087	11.60	1548	95743	11.60	2077	137185	8.30	6731	347066	6.40	18761	1102845
Archivio estrazioni EuroJackpot anno 2018 aggiornato al 28/12/2018
Concorso	Data	N.1	N.2	N.3	N.4	N.5	EN.1	EN.2	Q5+2	VI5+2	VT5+2	Q5+1	VI5+1	VT5+1	Q5+0	VI5+0	VT5+0	Q4+2	VI4+2	VT4+2	Q4+1	VI4+1	VT4+1	Q4+0	VI4+0	VT4+0	Q3+2	VI3+2	VT3+2	Q2+2	VI2+2	VT2+2	Q3+1	VI3+1	VT3+1	Q3+0	VI3+0	VT3+0	Q1+2	VI1+2	VT1+2	Q2+1	VI2+1	VT2+1
52	28/12/2018	19	24	31	38	40	7	10	9606434.20	0	2	590011.20	0	3	156179.40	0	4	4338.30	1	48	277.20	12	676	112.30	21	1297	78.20	27	1597	27.70	486	23251	20.10	608	30932	15.60	1190	57266	13.20	2498	122952	8.50	10041	463100
51	21/12/2018	3	16	20	34	49	2	10	10000000.00	0	0	426736.10	0	4	86064.40	0	7	7172.00	1	28	253.40	20	713	107.20	25	1311	74.60	18	1614	26.90	497	23115	20.80	655	28963	14.90	1476	57685	12.60	2588	123673	9.10	10150	420852
50	14/12/2018	4	14	24	26	30	9	10	10000000.00	0	1	547867.30	0	3	52735.80	2	11	5371.20	1	36	292.40	8	595	91.50	36	1478	74.50	35	1556	29.10	441	20580	20.20	763	28647	13.20	1640	65254	13.20	2418	110665	9.20	9592	399159
49	07/12/2018	4	16	21	31	42	4	6	33208146.80	0	1	951428.50	0	2	83949.50	0	8	4223.80	0	53	256.60	17	785	109.80	32	1427	56.00	45	2397	19.60	819	35345	19.60	690	34070	16.50	1337	58182	9.20	4146	189063	8.40	11352	504884
48	30/11/2018	18	22	35	36	41	3	4	22582415.42	0	0	609436.50	0	3	609436.50	0	1	4710.60	0	45	254.70	15	749	121.80	27	1218	66.50	34	1912	23.00	586	28461	17.40	713	36370	16.70	1145	54385	10.70	3397	153245	7.70	11704	525796
47	23/11/2018	17	22	28	31	46	5	10	12440222.60	0	0	291386.50	0	6	123410.70	1	5	5713.40	0	36	274.20	14	675	112.70	36	1277	76.70	43	1608	26.00	619	24432	20.80	758	29560	14.80	1494	59410	12.10	3001	131861	8.90	10333	438716
46	16/11/2018	13	15	18	39	45	5	6	18000000.00	1	5	3848561.50	1	6	122866.70	0	10	4934.40	1	83	243.30	31	1515	118.30	49	2423	61.80	62	3971	21.20	808	59734	17.90	1104	68336	15.30	1572	114718	10.20	4244	311906	7.70	15363	1003858
45	09/11/2018	8	32	34	46	49	3	5	90000000.00	0	0	7529076.40	0	3	120638.70	0	10	3323.30	1	121	245.30	16	1475	122.60	18	2295	55.00	71	4383	19.40	964	64070	18.40	922	65527	16.40	1322	105230	8.70	5717	356979	8.00	13739	959892
44	02/11/2018	5	17	27	33	42	9	10	90000000.00	0	0	3100089.50	0	7	77675.60	0	15	6164.70	0	63	220.10	32	1588	79.00	44	3438	74.70	59	3116	27.10	552	44363	17.80	1013	65209	12.50	2155	139928	12.50	2920	235787	8.30	11991	891051
43	26/10/2018	18	19	33	38	44	4	10	90000000.00	0	0	1234568.50	0	5	121221.40	0	9	6380.00	0	57	250.60	16	1306	100.30	28	2538	69.00	41	3159	24.40	671	46058	17.50	979	62243	12.20	1930	127997	12.10	3385	234078	8.00	13424	863017
42	19/10/2018	9	12	28	32	48	7	8	76248733.30	0	0	172489.90	1	15	48062.20	0	19	5636.90	0	54	176.10	33	1555	95.80	33	2222	61.70	74	2957	22.50	878	41880	14.30	1198	63467	14.30	1419	91322	10.90	4324	216577	6.80	15652	845533
41	12/10/2018	6	26	31	42	50	2	9	62122111.20	0	0	2226367.10	0	1	130962.70	1	6	5037.00	1	52	317.60	22	742	137.60	36	1332	69.80	38	2251	22.20	683	37028	22.20	650	34888	17.80	1207	63032	9.70	3751	210576	9.20	10194	541693
40	05/10/2018	12	15	32	44	49	5	7	49850407.18	0	0	493312.50	0	4	87055.10	0	8	2638.00	0	88	233.90	17	893	108.80	14	1493	49.00	61	2838	17.60	980	40871	17.10	807	40660	15.40	1157	64815	8.30	5543	216385	7.70	12031	570657
39	28/09/2018	3	8	13	18	40	6	10	38885703.24	0	0	454542.60	1	4	106951.20	0	6	5217.10	1	41	224.30	29	858	72.30	91	2115	72.30	35	1729	27.90	480	23764	19.40	857	32992	13.00	2058	73835	13.00	2432	124212	8.40	11220	483396
38	21/09/2018	5	8	16	42	46	2	10	28710154.00	0	0	580434.10	0	3	122915.40	1	5	6207.80	2	33	304.20	10	606	123.60	39	1160	73.40	31	1674	26.00	524	24356	21.10	682	29093	15.00	1542	58651	12.30	2892	129638	8.80	10710	443541
37	14/09/2018	24	33	35	46	49	5	9	18997865.30	0	0	1634210.00	0	1	96130.00	0	6	6008.10	1	32	239.60	16	722	106.30	38	1265	58.40	39	1972	22.20	585	26757	18.50	723	31016	15.10	1199	54728	10.20	3740	146612	8.30	10769	439972
36	07/09/2018	4	7	28	36	43	1	6	10000000.00	0	0	522991.80	0	3	55375.60	0	10	4394.80	2	42	222.90	17	745	83.60	34	1545	61.20	49	1809	22.80	651	25008	18.20	745	30269	12.60	1514	62653	10.80	3561	133214	8.30	10888	424482
35	31/08/2018	3	6	9	18	24	2	7	30920808.30	0	2	96645.80	1	23	24516.70	0	32	1520.40	4	172	113.80	30	2068	47.40	88	3855	32.20	99	4858	14.40	1039	55961	12.40	1318	63099	10.60	2346	105519	7.80	4905	258765	6.70	15202	740989
34	24/08/2018	8	25	26	38	48	6	9	49553877.32	0	0	1002723.60	1	2	101114.90	0	7	5486.80	1	43	254.90	16	833	100.40	22	1644	61.10	43	2316	22.70	647	32153	17.90	772	39462	13.70	1525	73697	11.10	3266	165737	8.20	10568	545474
33	17/08/2018	2	12	32	43	44	3	4	38000000.00	0	0	369648.50	0	5	130464.10	0	5	4832.00	0	45	222.80	12	878	111.80	27	1361	58.00	32	2246	22.20	530	30329	16.40	719	39737	15.60	1030	59752	10.50	3037	160574	7.40	10411	557957
32	10/08/2018	4	15	17	21	23	6	7	28000000.00	0	0	578753.60	0	3	68088.60	0	9	4255.50	0	48	193.10	23	952	94.80	37	1507	60.50	41	2025	22.50	617	28066	14.70	1079	41635	13.30	1696	65820	11.20	3216	142116	6.90	13725	565204
31	03/08/2018	4	8	12	25	31	7	8	18000000.00	0	0	332426.40	0	5	41902.40	0	14	2642.40	2	74	122.70	55	1434	65.20	82	2098	53.50	88	2192	21.40	993	28299	12.70	1473	45967	11.70	2274	71422	10.90	4220	139206	6.60	15774	559530
30	27/07/2018	2	22	40	43	50	3	8	10000000.00	0	0	1555928.40	0	1	91525.20	0	6	5084.70	1	36	315.00	5	523	155.80	20	822	61.20	50	1793	20.20	842	29839	20.20	557	25294	18.70	1041	42025	8.50	5318	181840	8.50	9934	393133
29	20/07/2018	13	33	40	42	43	7	9	22736889.80	0	1	582528.30	0	3	308397.30	0	2	7342.70	1	28	275.30	16	672	130.90	27	1099	62.50	49	1972	23.30	648	27242	17.40	754	35361	15.20	1306	58022	11.00	3498	144974	7.90	11131	495097
28	13/07/2018	13	14	21	34	46	2	5	10000000.00	0	0	896645.60	0	2	210975.40	0	3	4136.70	1	51	226.30	16	839	105.40	30	1400	50.00	65	2528	18.50	845	35264	17.00	847	37217	14.40	1357	62888	9.00	4538	182796	7.60	12124	523897
27	06/07/2018	2	7	24	38	45	5	8	45000000.00	0	2	999914.60	1	24	43966.70	0	29	2225.10	5	191	170.80	25	2239	69.70	55	4264	38.90	125	6554	16.50	1346	79772	15.00	1311	84568	13.20	1951	137427	8.00	6717	414050	7.50	16298	1078148
26	29/06/2018	9	18	30	47	48	4	6	90000000.00	0	0	5966268.70	0	4	158045.30	0	8	5139.60	3	82	283.20	21	1339	125.70	51	2346	60.90	44	4152	20.70	860	63113	20.40	873	61831	16.70	1779	108032	9.40	4734	349323	8.50	14226	945584
25	22/06/2018	16	24	33	35	43	6	7	90000000.00	0	0	2173407.10	0	11	63178.40	0	20	4528.90	0	93	197.70	21	1917	104.60	36	2817	60.70	65	4160	23.30	713	55962	16.30	1027	77501	14.90	1468	121233	11.20	3912	291643	7.40	14156	1083078
24	15/06/2018	1	5	7	9	21	3	10	90000000.00	0	0	853136.90	1	28	30927.90	2	41	3019.10	2	140	112.40	52	3383	49.50	110	6656	49.50	70	4438	24.10	693	54351	14.50	1278	87027	11.50	2902	168026	11.50	3367	273714	7.60	15392	1055581
23	08/06/2018	5	13	22	36	39	9	10	90000000.00	0	0	4673083.20	0	5	96190.80	0	13	4683.40	0	89	212.60	15	1764	78.70	56	3703	74.60	77	3349	27.40	632	47103	18.10	818	68760	12.60	2059	146021	12.60	2994	252881	8.40	11904	941723
22	01/06/2018	14	19	21	30	32	4	7	90000000.00	0	0	7318844.80	0	3	91471.70	0	13	3330.90	3	119	257.00	17	1388	114.80	22	2416	42.10	86	5644	15.90	1368	85289	15.90	976	66097	15.70	1465	107953	7.50	7143	444634	7.50	14442	971800
21	25/05/2018	15	31	35	40	46	3	8	90000000.00	0	0	2327357.80	2	4	97570.30	0	11	4310.30	1	83	300.60	7	1071	136.50	35	1834	58.70	57	3654	19.80	987	58490	19.80	688	51579	17.60	1320	86930	8.60	5746	335422	8.60	11696	782101
20	18/05/2018	1	11	23	41	44	2	8	79773152.72	0	0	632321.70	0	4	127527.00	0	7	4959.30	2	60	245.40	29	1091	113.70	23	1831	48.00	70	3715	17.50	978	53615	17.50	1152	49864	15.30	1661	83385	8.20	5367	282921	8.00	13793	705949
19	11/05/2018	3	14	17	37	39	5	10	66061296.40	0	0	702147.40	0	3	53103.50	0	14	4347.60	0	57	210.40	15	1060	77.60	63	2235	63.90	31	2326	24.70	654	31008	17.50	854	42287	12.00	1796	88705	11.90	3381	161111	8.20	12166	576865
18	04/05/2018	24	26	29	36	49	3	6	54318673.74	0	0	392271.40	0	5	138448.70	0	5	4273.10	0	54	256.30	9	810	126.10	17	1280	47.50	74	2911	17.50	1090	43438	17.50	756	36852	16.40	1115	60495	7.90	5874	231220	7.90	11396	548251
17	27/04/2018	9	21	31	32	33	9	10	42000000.00	0	0	440544.40	0	4	103657.50	0	6	4936.00	0	42	342.30	9	545	113.30	40	1280	82.80	31	1501	30.00	427	21369	22.50	573	27546	15.10	1305	58772	14.00	2387	114910	9.30	9128	421801
16	20/04/2018	22	24	25	28	46	2	4	33731362.72	0	0	526678.10	0	3	79665.60	0	7	3872.60	1	48	229.40	12	729	111.40	28	1168	56.70	39	1967	20.10	770	28582	17.70	627	31401	15.90	1205	50184	9.60	3886	150904	7.60	11241	462026
15	13/04/2018	3	10	21	25	34	7	10	24755226.90	0	0	321585.00	0	5	189167.70	0	3	5254.60	1	36	231.90	13	734	98.90	34	1338	72.60	36	1562	26.40	592	22144	17.70	865	31956	13.50	1678	59936	13.10	2775	112236	8.00	12206	451540
14	06/04/2018	6	8	16	23	50	4	8	15955947.28	0	0	1406265.30	0	1	248164.40	0	2	4865.90	0	34	212.70	38	700	110.10	54	1051	39.40	100	2514	15.80	1241	33557	15.80	1281	30261	14.70	1812	48290	7.50	5553	171334	7.50	14359	417622
13	30/03/2018	5	15	17	29	32	5	7	10000000.00	0	0	343149.10	0	4	121111.40	0	4	2523.10	0	64	178.10	21	816	91.20	36	1239	36.20	85	2673	14.40	1279	34670	14.40	1086	33582	13.90	1463	49652	7.70	5568	161496	6.80	14538	450096
12	23/03/2018	4	14	22	33	42	1	10	17461478.80	0	1	425220.60	0	7	67051.60	0	8	3250.90	0	55	231.50	16	695	67.50	51	1860	67.50	28	1581	25.50	499	21688	20.80	673	25671	12.30	1533	63409	12.30	3051	112488	9.50	9424	357287
11	16/03/2018	4	27	37	48	49	3	4	10000000.00	0	0	1456706.37	0	0	514131.60	0	1	5909.50	0	29	294.30	15	524	131.80	19	910	65.80	49	1562	23.10	678	22988	18.10	802	28338	16.60	1365	44275	10.60	3665	125062	7.40	13254	436602
10	09/03/2018	15	23	28	33	36	4	7	42670719.30	0	1	317860.60	0	6	112186.10	0	6	1495.80	1	150	154.00	23	1311	82.70	43	1898	32.80	79	4101	14.30	1110	51537	14.30	871	44044	13.70	1528	69914	7.20	5994	252600	7.20	12983	580152
9	02/03/2018	16	18	20	27	46	3	5	32079119.00	0	0	440725.60	0	4	155550.20	0	4	3400.00	0	61	264.00	18	707	130.40	28	1113	45.80	66	2712	17.60	1114	36448	17.30	1021	35950	15.50	1621	57170	8.30	5624	194201	7.50	14688	526600
8	23/02/2018	18	26	33	42	46	4	10	22000000.00	0	0	546393.50	1	3	144633.50	0	4	6026.30	0	32	213.70	42	812	85.40	48	1579	78.20	26	1478	28.30	497	21106	19.30	794	29958	13.80	1762	59733	13.50	2738	111170	8.90	9882	410517
7	16/02/2018	4	8	19	25	44	9	10	10000000.00	0	0	1614745.60	0	1	81415.70	1	7	4523.00	3	42	216.10	29	791	76.00	62	1807	76.00	46	1440	30.00	559	19578	18.20	938	31177	12.90	2374	73274	12.90	2795	104249	8.60	12352	417353
6	09/02/2018	7	8	24	34	46	4	8	90000000.00	0	1	3520586.10	0	8	167953.80	0	9	3359.00	0	150	270.20	22	1678	128.30	20	2747	48.40	87	6234	16.70	1429	98760	16.70	1107	85007	15.60	1785	138572	7.90	7177	496340	7.50	17132	1272441
5	02/02/2018	15	24	29	33	41	7	8	90000000.00	0	0	2921419.30	0	7	236690.90	1	6	4640.90	0	102	236.80	17	1799	113.50	47	2917	68.10	58	4165	23.50	916	62245	17.10	1043	82832	15.70	1631	129148	11.10	5230	330727	7.60	15753	1186544
4	26/01/2018	10	23	26	29	35	3	5	85083146.62	0	0	1515220.90	0	2	178261.20	0	6	2875.10	3	124	210.80	24	1522	110.30	34	2261	45.40	91	4706	16.50	1342	66728	16.00	1272	66577	15.20	1619	100814	8.20	7045	338459	7.30	17441	931749
3	19/01/2018	3	9	17	45	47	4	9	68788211.34	0	0	476872.50	0	5	280513.20	0	3	3790.70	6	74	231.60	49	1090	102.30	67	1919	54.00	90	3113	20.10	901	43059	17.20	1152	48899	13.80	2237	86782	9.90	4266	219136	7.70	15877	687775
