Archivio estrazioni EuroJackpot anno 2012 aggiornato al 28/12/2012
Concorso	Data	N.1	N.2	N.3	N.4	N.5	EN.1	EN.2	Q5+2	VI5+2	VT5+2	Q5+1	VI5+1	VT5+1	Q5+0	VI5+0	VT5+0	Q4+2	VI4+2	VT4+2	Q4+1	VI4+1	VT4+1	Q4+0	VI4+0	VT4+0	Q3+2	VI3+2	VT3+2	Q2+2	VI2+2	VT2+2	Q3+1	VI3+1	VT3+1	Q3+0	VI3+0	VT3+0	Q1+2	VI1+2	VT1+2	Q2+1	VI2+1	VT2+1
74	13/09/2024	2	3	17	40	44	4	8	23332301.56	0	0	0.00	0	0	184084.00	0	6	3643.70	1	50	346.00	15	658	111.20	20	1332	111.20	73	2557	18.50	831	36929	18.50	438	31078	18.50	909	64664	9.30	3843	184035	9.30	7026	474282
73	10/09/2024	7	10	31	41	46	1	5	15133920.76	0	0	1226436.60	0	1	345826.60	0	2	8149.00	0	14	372.30	9	383	142.70	13	799	186.30	25	842	28.40	248	12798	23.20	331	17516	19.80	702	38851	13.60	1444	70735	10.50	5732	273481
72	06/09/2024	7	11	27	42	45	3	10	10000000.00	0	0	560150.50	0	3	236924.10	0	4	4737.00	0	33	271.30	9	720	99.10	41	1577	122.80	24	1750	20.40	317	24317	17.30	481	32014	15.40	1083	68254	11.20	1690	117413	8.80	7106	447320
71	03/09/2024	5	17	23	36	37	5	9	10000000.00	0	1	408597.50	0	3	69129.00	0	10	2151.40	0	53	189.70	14	751	68.80	31	1656	94.40	38	1660	18.60	391	19519	15.30	549	26432	14.10	1132	54458	10.30	1715	92591	8.60	6951	333255
70	30/08/2024	8	11	25	31	48	11	12	92511126.90	0	1	475375.30	0	6	73115.30	0	22	7803.60	1	34	329.30	15	1007	91.30	36	2904	213.00	23	1712	33.00	302	25599	23.80	472	39608	15.90	1570	120076	15.90	1612	132747	12.20	6336	548783
69	27/08/2024	15	24	29	33	39	2	9	78665921.98	0	0	889212.10	0	2	111438.70	0	9	5013.10	0	33	331.30	6	624	117.00	20	1413	141.90	18	1602	22.00	303	23890	19.60	368	30004	17.30	859	64544	11.00	1718	126134	9.70	5741	429414
68	23/08/2024	13	21	22	26	48	2	7	68811628.50	0	0	447941.90	0	5	252618.40	0	5	5952.70	1	35	345.30	10	754	128.50	22	1583	128.50	24	2265	19.00	379	34929	18.80	409	39416	17.40	983	80789	9.70	2186	179412	9.00	7147	582357
67	20/08/2024	25	28	29	31	33	6	12	57820152.36	0	0	759698.80	0	2	171373.90	0	5	7438.90	1	19	380.70	9	464	124.30	19	1137	200.70	19	968	30.60	220	14703	23.80	286	21147	18.20	790	52211	14.80	1273	80222	11.20	4738	318804
66	16/08/2024	4	11	16	46	50	1	3	49311057.02	0	0	667668.00	0	3	161371.60	0	7	7453.00	0	25	388.80	9	599	144.40	11	1290	178.70	21	1433	26.90	230	22013	21.20	415	31168	19.20	887	65478	13.10	1352	119982	9.90	5983	472851
65	13/08/2024	6	9	33	34	50	1	7	39456138.50	0	0	1385868.00	0	1	390782.50	0	2	4297.20	1	30	332.20	8	485	126.30	15	1020	157.10	19	1128	25.60	326	16008	20.60	436	22246	18.40	851	47122	12.40	1622	87082	9.80	6714	333138
64	09/08/2024	15	18	25	29	35	1	5	31669940.86	0	0	941956.70	0	2	81726.10	0	13	5154.30	0	34	299.60	13	731	116.50	17	1503	152.80	20	1577	25.80	251	21621	18.60	459	33513	17.10	982	68985	13.10	1594	112631	9.80	6251	453264
63	06/08/2024	4	9	22	32	35	9	10	22581451.00	0	0	1257231.20	0	1	354509.90	0	2	7796.70	0	15	320.50	6	456	112.70	14	1037	186.70	10	861	29.50	213	12610	19.70	382	21046	16.60	901	47295	14.60	1212	67459	9.60	5985	308024
62	02/08/2024	14	20	26	30	31	1	2	17318622.52	0	0	291389.60	0	6	246495.20	0	4	6505.40	1	25	331.60	3	613	111.90	29	1453	168.30	30	1328	28.40	344	18244	21.00	407	27588	17.70	851	61816	14.40	1511	95128	10.40	6006	396799
61	30/07/2024	2	16	30	31	49	2	5	10000000.00	0	0	565388.10	0	2	212568.40	0	3	4382.80	1	24	325.40	8	404	116.40	26	903	149.20	16	969	24.30	271	13770	21.20	355	17670	18.80	718	37572	11.60	1721	76335	10.00	5672	265831
60	26/07/2024	7	11	22	26	46	5	11	21343939.10	0	2	280974.60	0	7	69324.70	0	16	5227.40	0	35	260.70	17	877	93.20	36	1963	179.00	24	1405	29.70	284	19632	18.50	552	35228	15.20	1417	85413	15.20	1453	96917	9.70	7286	475519
59	23/07/2024	9	13	21	24	38	6	12	33005312.14	0	0	450736.80	0	3	95322.90	0	8	5241.10	0	24	285.80	10	550	83.40	23	1507	179.70	11	962	28.90	255	13869	19.60	416	22859	14.30	1190	62443	14.30	1321	70540	10.10	5646	313542
58	19/07/2024	13	18	22	26	32	10	11	25440004.38	0	0	605188.30	0	5	145088.40	0	7	8817.00	1	19	349.50	10	599	91.50	26	1829	226.70	6	1016	37.60	210	14166	22.40	346	26567	16.60	1109	77900	16.60	979	75198	11.20	5200	378291
57	16/07/2024	8	22	27	36	43	5	8	16615364.20	0	0	0.00	0	0	230290.40	0	3	3453.20	2	33	255.20	6	558	100.50	15	1099	100.50	31	1593	17.70	480	20823	17.70	452	22618	16.70	770	45865	9.30	2452	105914	9.30	6128	308382
56	12/07/2024	2	14	30	32	34	3	4	10000000.00	0	0	583213.40	0	3	109635.00	0	9	5250.20	0	31	330.80	2	615	139.80	15	1164	155.30	21	1441	25.50	274	20340	19.50	366	29709	19.20	775	57208	12.30	2042	111006	9.30	5948	440021
55	09/07/2024	5	14	25	26	44	8	10	98183614.80	0	1	433720.40	0	5	407663.60	1	3	4034.60	3	50	299.80	11	841	106.80	22	1888	164.00	8	1691	27.00	317	23755	19.20	511	37355	16.40	1188	82786	14.10	1759	120556	9.60	7506	532528
54	05/07/2024	4	11	16	25	32	1	11	86351675.18	0	0	513157.00	0	5	131543.90	1	11	7019.90	1	34	319.40	18	934	84.30	29	2831	201.30	28	1630	32.50	304	23370	21.50	535	39367	15.30	1389	112116	15.30	2158	123427	11.00	7063	546717
53	02/07/2024	10	29	30	32	40	6	12	73733398.24	0	0	591738.70	0	3	200227.80	0	5	6351.30	0	26	416.10	7	496	138.00	25	1196	181.60	20	1250	32.10	237	16389	23.10	384	25462	17.70	1006	62792	15.90	1404	87478	11.70	5401	356977
52	28/06/2024	1	8	30	43	45	10	12	63944125.80	0	0	1103751.90	0	2	138325.50	1	9	7898.00	0	26	410.60	10	625	133.90	25	1533	241.70	12	1168	36.80	192	17769	27.00	325	27089	19.00	1138	72610	17.80	1258	97018	12.40	5412	417420
51	25/06/2024	8	14	25	31	45	3	12	53156172.86	0	0	488923.50	0	3	137865.00	0	6	5932.30	1	23	318.10	9	536	102.80	30	1327	185.00	27	1014	29.70	288	14601	21.20	410	22822	16.80	1009	54719	15.00	1443	76709	10.40	5925	332304
50	21/06/2024	2	22	24	30	40	5	6	44882239.14	0	0	659988.60	0	3	159515.50	0	7	6577.90	1	28	371.90	11	619	141.80	24	1298	172.80	25	1465	25.70	335	22776	21.20	452	30931	19.00	884	65156	12.40	1882	124460	9.80	7174	472464
49	18/06/2024	4	10	23	24	45	7	8	35127810.32	0	0	676851.00	1	2	127237.50	0	6	5475.00	1	23	279.00	15	564	111.50	15	1129	135.20	31	1280	23.50	419	17058	17.10	498	26179	16.50	1068	51254	12.10	2337	87162	8.70	7547	363177
48	14/06/2024	10	21	27	42	46	2	6	27478789.76	0	0	1040240.00	0	3	132008.00	0	8	5443.60	1	32	321.10	15	678	135.40	11	1286	146.70	31	1632	23.50	362	23574	21.10	437	29364	18.70	945	62769	11.40	1888	128671	10.00	6639	440502
47	11/06/2024	4	12	16	29	31	1	9	18305730.88	0	0	0.00	0	0	87984.50	0	8	3225.00	0	36	259.10	7	560	81.40	26	1426	143.80	23	1110	24.80	336	14906	18.40	460	22433	14.80	1073	52942	13.00	1608	74883	9.70	6523	301619
46	07/06/2024	8	15	29	37	45	5	10	11127482.48	0	0	369575.20	0	5	130264.50	0	8	3069.50	0	56	231.50	7	928	83.50	32	2058	137.40	27	1720	22.60	395	24192	18.90	520	32266	16.20	1112	71290	11.80	1866	122133	10.00	6819	436052
45	04/06/2024	1	3	24	43	49	2	4	120000000.00	0	1	7886590.60	0	2	136812.70	0	13	6519.30	1	45	383.90	7	955	128.50	19	2282	170.00	19	2372	25.50	413	36664	21.50	583	48408	18.40	1110	107076	12.40	2230	198640	10.00	7990	737973
44	31/05/2024	4	23	34	39	45	6	7	115731906.80	0	0	857761.60	0	4	161245.80	0	12	4372.10	1	73	287.80	12	1386	113.00	20	2824	148.00	24	2965	24.80	421	40967	19.10	611	59401	17.30	1178	123989	12.20	2341	219713	9.60	8887	836410
43	28/05/2024	13	26	27	35	46	3	4	98956015.86	0	0	452799.80	0	5	319197.50	0	4	7020.10	0	30	271.90	13	968	115.30	16	1825	142.70	12	2029	24.70	341	27132	16.80	710	45008	16.80	1138	83891	12.60	1760	140622	8.70	8519	610683
42	24/05/2024	2	3	4	21	45	6	12	86687025.66	0	0	861717.80	0	5	97830.40	1	15	6206.50	0	39	412.20	11	734	129.30	31	1872	210.70	26	1579	33.20	270	23232	22.30	483	38661	16.40	1350	100285	16.40	1575	123028	11.10	6866	548461
41	21/05/2024	7	23	31	33	38	10	11	73958964.70	0	0	1706501.44	0	0	192477.40	2	5	5473.90	0	29	378.60	3	524	112.40	17	1412	214.40	13	1018	33.20	190	15204	21.30	439	26463	16.20	1151	69306	16.20	1066	78718	10.60	5680	376843
40	17/05/2024	1	2	29	36	48	1	11	64411198.78	0	0	567073.40	0	4	182744.50	0	7	10047.80	0	21	461.10	7	572	137.70	24	1532	214.90	23	1350	35.90	354	18731	25.70	412	29215	18.80	978	75534	17.30	1689	102705	12.20	6021	437100
39	14/05/2024	19	22	23	24	27	1	6	53290436.44	0	0	508759.70	0	3	57383.30	1	15	6173.00	0	23	310.80	20	571	105.50	22	1345	158.70	28	1230	25.00	339	18034	18.70	605	26938	15.50	1210	61724	13.10	1496	90758	9.30	7718	385910
38	10/05/2024	28	31	39	45	49	8	11	44807202.58	0	0	657126.90	0	3	138970.80	0	8	8335.60	0	22	415.20	4	552	137.20	20	1336	220.90	9	1141	35.30	205	16527	25.10	331	26015	19.50	809	63206	17.50	1123	87926	11.70	5504	396403
37	07/05/2024	3	11	32	33	35	3	11	35125654.98	0	0	1341351.20	0	1	252153.20	0	3	3899.20	2	32	361.80	10	431	125.40	15	988	125.40	28	1374	23.40	353	16939	19.90	357	22226	17.50	814	48081	13.30	1224	78727	9.40	6516	335215
36	03/05/2024	9	17	36	40	45	5	7	27587198.38	0	0	299120.70	0	6	126517.60	0	8	3975.00	0	42	348.30	9	599	130.90	23	1251	130.90	44	1778	20.20	426	26337	20.10	465	29487	19.10	851	58720	9.70	2423	145069	9.60	7134	437524
35	30/04/2024	4	20	33	37	45	8	9	18701052.68	0	0	250246.20	0	6	250246.20	0	2	5953.80	1	20	293.00	5	508	123.20	8	966	181.90	23	900	27.20	365	13908	20.10	406	21083	18.80	711	42727	13.40	1688	74850	9.60	6372	311648
34	26/04/2024	3	18	23	29	47	5	12	11355315.62	0	0	619767.80	0	3	95323.60	0	11	6405.80	0	27	288.20	10	750	92.60	23	1867	216.10	17	1100	34.70	222	15860	20.30	508	30309	16.30	1264	79345	16.30	1147	81495	10.40	6326	418702
33	23/04/2024	2	3	6	15	35	1	3	60000000.00	0	2	3443196.40	0	6	626148.40	0	3	6455.10	0	48	330.70	11	1171	119.60	15	2589	155.40	26	2740	25.20	368	39087	18.90	619	58326	17.00	1213	122370	13.00	2607	200251	9.40	8431	830086
32	19/04/2024	8	14	21	34	36	1	2	119419361.50	0	0	740631.40	0	5	109916.20	0	19	6263.20	0	55	279.20	8	1542	92.90	32	3708	180.50	23	2623	28.90	321	37911	19.80	507	61980	15.90	1232	145545	14.40	1751	201208	10.00	7538	867363
31	16/04/2024	35	36	37	41	48	1	12	101382346.37	0	0	5125789.50	0	1	169236.70	0	8	5726.20	0	39	480.40	2	581	144.30	14	1547	208.10	16	1475	33.20	233	21401	27.40	249	28932	19.70	767	76211	15.90	1251	118042	12.90	4277	438891
30	12/04/2024	1	34	39	47	49	1	12	88451343.08	0	0	0.00	0	0	219544.60	0	7	9053.30	0	28	441.30	5	718	135.50	16	1870	210.90	21	1652	34.10	245	23631	26.70	355	33771	19.20	980	89014	16.80	1530	127107	12.80	5342	500947
29	09/04/2024	1	7	21	27	43	1	3	75201361.30	0	0	869448.30	0	2	245164.20	0	4	5217.90	0	31	267.10	12	757	95.20	19	1699	141.50	33	1571	24.50	358	20986	17.30	613	33174	15.90	1110	68632	13.30	1555	102611	9.10	7246	449047
28	05/04/2024	5	8	16	30	37	1	10	65558217.68	0	0	557840.10	0	4	69910.10	0	18	6918.90	0	30	308.50	12	841	100.00	29	2074	164.40	28	1735	27.30	310	24209	20.60	517	35862	15.20	1473	91830	13.70	1450	127005	10.50	6706	500628
27	02/04/2024	14	17	29	32	45	1	2	54772788.40	0	0	269191.40	0	5	69005.20	1	11	9631.10	0	13	238.90	11	655	77.80	27	1609	193.60	15	889	30.50	240	13068	19.90	333	22331	15.30	895	54996	15.00	1167	70354	10.10	5476	311671
26	29/03/2024	7	11	30	31	39	5	10	47038509.42	0	0	1972313.40	0	1	158899.00	0	7	5242.00	0	35	307.00	12	747	115.90	13	1583	147.00	22	1716	23.40	349	24953	19.30	596	33849	16.40	1190	75321	11.80	1870	130501	9.50	8003	487595
25	26/03/2024	12	15	17	30	32	1	6	37410336.80	0	0	1285664.30	0	1	103579.20	0	7	5979.80	0	20	310.80	11	481	109.90	21	1088	166.90	16	985	27.00	250	14118	19.80	393	21474	16.00	1017	50392	13.70	1412	73583	10.00	5881	301125
24	22/03/2024	5	17	36	37	50	3	7	30107554.28	0	0	986995.20	0	3	203665.70	0	5	3906.30	0	43	330.10	6	636	108.10	30	1305	108.10	43	2385	17.90	618	35944	17.90	502	29999	17.90	1144	60643	8.80	3317	192984	8.80	7421	449072
23	19/03/2024	1	20	28	32	49	3	10	21997025.20	0	0	0.00	0	0	217176.40	0	3	8266.80	0	13	379.40	6	354	144.20	13	745	169.40	13	872	23.00	342	15116	23.00	328	16289	20.00	760	36250	11.60	1422	77670	10.40	5248	261685
22	15/03/2024	16	20	25	30	49	3	10	17160931.72	0	0	1710667.00	0	1	241184.10	0	4	3978.20	1	40	342.90	13	580	130.80	27	1216	155.20	33	1409	23.90	338	21203	19.40	497	29161	17.10	1072	62772	11.80	1598	113668	10.10	6644	398944
21	12/03/2024	2	8	11	16	20	4	10	10000000.00	0	0	350597.60	0	3	118632.40	0	5	5755.30	0	17	195.60	14	625	62.20	63	1572	121.00	26	1111	22.80	292	13658	15.60	627	22271	12.30	1656	53925	12.30	1364	66017	9.10	6782	272729
20	08/03/2024	2	11	17	23	49	4	12	30529950.70	0	1	374824.30	0	5	132114.60	0	8	9175.60	0	19	296.80	16	734	81.20	40	2145	224.00	22	1070	35.30	243	15710	19.40	582	31893	15.70	1659	87327	15.70	1156	80369	10.30	6942	426773
19	05/03/2024	2	20	30	31	40	8	12	22163885.56	0	0	1166722.30	0	1	131595.40	0	5	7235.40	0	15	363.70	6	373	130.40	18	832	218.10	19	684	35.00	207	9877	22.90	353	16824	18.20	850	40218	17.00	1210	53805	11.70	5111	234903
18	01/03/2024	13	26	30	34	41	3	7	17279931.52	0	0	869547.30	0	2	140109.70	0	7	3052.30	0	53	288.40	9	701	101.10	23	1368	101.10	31	2429	17.40	538	34726	17.40	441	30985	17.40	863	59109	8.70	3049	187144	8.70	6649	435651
17	27/02/2024	15	17	30	38	49	1	11	10000000.00	0	0	1032302.50	0	1	582170.60	0	1	8729.80	0	11	383.40	6	313	115.10	19	834	234.10	12	564	35.40	168	8645	25.00	271	13630	17.40	784	37280	17.40	997	46195	11.90	4570	203674
16	23/02/2024	10	19	22	37	41	2	6	15495760.40	0	2	464247.30	0	4	95205.00	0	11	3525.30	0	49	281.80	13	766	106.60	23	1620	133.80	29	1774	21.60	460	25437	18.90	501	32477	16.90	1047	68901	10.70	2338	135064	9.60	7215	454071
15	20/02/2024	1	3	11	15	30	4	10	22104326.08	0	0	390743.60	0	3	94440.50	0	7	4956.50	1	22	266.70	14	511	84.70	42	1287	146.50	24	1023	25.70	265	13523	18.90	450	20514	14.70	1328	50049	13.10	1289	69908	9.80	6163	280000
14	16/02/2024	7	11	17	18	34	3	5	17197312.96	0	0	1719358.10	0	1	242409.50	0	4	3554.20	0	45	240.80	10	830	95.00	29	1613	95.00	50	2384	15.70	663	32406	14.70	760	39840	14.70	1374	72197	9.10	2893	147009	7.50	9951	537828
13	13/02/2024	7	20	22	45	48	10	12	10000000.00	0	0	540526.40	0	2	304831.70	0	2	9142.00	0	11	397.70	7	316	127.70	17	787	212.70	6	650	34.70	229	9232	24.30	312	14687	17.20	947	39374	17.00	1087	49755	11.80	4718	215359
12	09/02/2024	4	10	11	20	22	7	10	63259938.70	0	1	220512.40	1	10	113053.30	0	11	3476.70	1	59	188.60	43	1359	80.00	46	2561	132.10	31	2134	23.90	432	27283	15.90	843	45825	14.30	1865	96470	12.70	2267	135575	8.90	10049	582636
11	06/02/2024	16	19	20	26	44	1	4	52501136.42	0	0	756559.20	0	2	756559.20	0	1	5192.20	1	26	379.20	5	445	125.40	21	1076	167.50	23	1108	27.10	358	15859	20.80	486	23064	17.50	1075	51804	13.70	1709	83067	9.90	6968	345845
10	02/02/2024	13	17	21	30	39	8	11	44252033.70	0	0	408881.80	0	5	82353.60	2	14	5004.60	1	38	297.50	12	799	93.60	25	2031	205.50	22	1272	33.40	293	18148	20.20	524	33482	16.10	1409	86368	16.10	1367	92948	10.30	7517	465425
9	30/01/2024	10	12	15	46	48	9	11	34333475.04	0	0	1267671.30	0	1	357453.80	0	2	8423.00	1	14	403.80	10	365	130.70	15	902	229.00	18	708	33.40	200	11226	24.10	401	17425	18.60	963	42575	16.10	1209	61451	11.00	5694	269928
8	26/01/2024	18	23	35	37	41	6	7	27093851.94	0	0	1818519.70	0	1	205112.10	0	5	4833.20	1	35	262.60	11	805	107.60	16	1571	150.90	33	1541	24.90	410	21647	17.90	502	33661	17.30	955	65717	12.50	2018	113535	9.30	7623	459810
7	23/01/2024	9	18	20	32	39	5	8	18245011.94	0	0	586329.60	0	2	66132.50	0	10	2948.20	2	37	298.30	7	457	101.70	14	984	101.70	46	1563	17.20	607	22338	17.20	472	20359	17.10	864	42923	9.10	3225	116485	9.10	6680	288300
6	19/01/2024	10	12	18	33	47	7	10	11329064.36	0	0	622259.70	0	3	350925.50	0	3	3775.00	0	46	245.80	10	883	98.10	48	1770	144.60	40	1651	23.70	418	23340	17.30	649	35596	16.00	1161	72991	12.90	2024	113213	9.00	8398	485031
5	16/01/2024	6	19	32	39	42	4	9	120000000.00	0	1	2398356.60	0	9	124104.50	0	15	3411.80	0	90	272.60	15	1408	100.20	36	3064	112.50	25	3751	19.20	498	50822	18.90	584	57647	17.30	1245	119626	10.00	2824	257975	9.60	9008	807648
4	12/01/2024	3	31	34	43	45	6	9	120000000.00	0	0	5018161.10	0	5	295917.50	0	8	4881.10	0	80	355.70	7	1372	129.70	34	3009	157.20	24	3415	23.00	509	53914	21.60	527	64176	18.90	1301	138941	11.10	3058	296037	10.30	8661	957645
3	09/01/2024	9	12	26	41	47	7	10	120000000.00	0	0	5142221.90	0	4	84116.70	0	21	5297.60	0	55	311.20	12	1170	112.50	29	2589	170.10	22	2355	27.50	392	33768	20.20	566	51196	17.20	1242	114213	13.70	2069	179363	9.90	8712	743261
2	05/01/2024	11	30	32	45	47	3	10	120000000.00	0	0	2388351.90	0	9	134207.60	1	17	4824.80	0	78	355.80	13	1322	119.70	26	3142	165.70	24	3122	25.10	454	47716	22.60	560	59208	19.10	1437	132876	12.00	2577	263029	10.60	9221	894780
1	02/01/2024	19	26	36	48	49	10	11	117827773.66	0	0	833526.30	0	3	176276.20	0	8	6121.30	0	38	367.10	14	792	124.40	36	1869	208.90	10	1531	33.40	255	22139	23.00	409	35955	17.40	1145	89915	16.80	1285	116190	11.10	6292	527283
Archivio estrazioni EuroJackpot anno 2025 aggiornato al 30/12/2025
Concorso	Data	N.1	N.2	N.3	N.4	N.5	EN.1	EN.2	Q5+2	VI5+2	VT5+2	Q5+1	VI5+1	VT5+1	Q5+0	VI5+0	VT5+0	Q4+2	VI4+2	VT4+2	Q4+1	VI4+1	VT4+1	Q4+0	VI4+0	VT4+0	Q3+2	VI3+2	VT3+2	Q2+2	VI2+2	VT2+2	Q3+1	VI3+1	VT3+1	Q3+0	VI3+0	VT3+0	Q1+2	VI1+2	VT1+2	Q2+1	VI2+1	VT2+1
104	30/12/2025	10	18	20	23	27	1	6	61290505.56	0	0	525579.70	0	4	74100.60	0	16	4074.20	0	48	285.90	24	855	97.40	24	2007	155.40	29	1730	25.90	459	24061	18.50	692	37557	14.90	1640	88551	13.70	2004	119621	9.50	9454	518290
103	26/12/2025	15	21	26	29	42	4	12	50473894.80	0	0	947461.30	0	2	534324.10	0	2	8813.50	0	20	359.40	3	613	110.70	14	1591	207.30	9	1169	32.70	197	17134	22.20	256	28269	16.80	683	70474	16.70	961	88948	10.80	4200	412008
102	23/12/2025	24	29	35	40	41	6	7	40710535.68	0	0	863927.30	0	2	324809.80	0	3	10715.30	0	15	430.20	14	467	145.50	20	1104	194.00	22	1139	27.40	312	18663	23.80	389	24019	21.20	785	51101	12.70	1868	106434	10.70	6510	379789
101	19/12/2025	8	9	15	35	45	2	5	31353687.02	0	0	493242.50	0	4	158951.90	0	7	4829.70	1	38	315.50	10	727	131.30	37	1397	145.40	29	1735	22.30	432	26219	19.20	538	34014	18.30	1179	67531	11.00	2178	140100	9.40	8021	490394
100	16/12/2025	12	22	28	30	31	4	11	23066886.88	0	0	669842.80	0	2	188880.10	0	4	5664.60	0	22	313.40	11	497	102.30	26	1218	191.40	10	895	28.90	224	13698	20.90	387	21218	16.00	1175	52507	14.30	1320	73447	10.20	6070	307788
99	12/12/2025	2	25	27	37	50	2	11	17458900.12	0	0	593949.40	0	3	167479.90	0	6	7206.60	0	23	369.30	8	561	122.40	26	1354	183.60	22	1241	30.10	285	17535	22.30	441	26417	17.90	1092	62206	14.90	1451	93491	11.00	6738	379628
98	09/12/2025	2	30	32	33	37	2	9	10000000.00	0	0	594886.60	0	2	335488.30	0	2	7905.40	0	14	492.30	4	281	153.50	13	721	175.10	14	869	24.50	269	14518	24.50	336	15940	21.40	710	34795	10.80	1729	86117	10.70	5231	260804
97	05/12/2025	1	4	18	22	24	6	10	10000000.00	0	1	569615.20	0	3	120463.60	0	8	6113.90	0	26	261.70	16	759	92.80	37	1712	152.40	16	1434	26.10	330	19391	18.50	550	30502	14.70	1355	72978	13.40	1637	99872	9.60	7579	415933
96	02/12/2025	14	30	34	35	40	4	6	23537055.10	0	1	1360304.00	0	1	127858.00	0	6	6659.90	0	19	399.40	6	396	152.00	8	832	167.30	21	1040	26.40	298	15257	24.10	280	18641	21.00	769	40542	12.30	1691	86201	10.70	5567	298566
95	28/11/2025	12	16	35	46	50	3	5	17598099.52	0	0	907550.70	0	2	170605.40	0	6	7035.20	0	24	356.50	3	592	136.80	16	1234	163.00	21	1424	23.00	478	23322	21.60	439	27724	20.60	852	55104	10.20	2523	138614	10.10	7001	423180
94	25/11/2025	1	23	30	35	46	4	8	10000000.00	0	0	596315.90	0	2	168147.20	0	4	4437.70	1	25	422.70	2	328	145.70	14	761	149.90	23	1017	22.60	326	16072	22.60	359	17041	20.10	724	37204	10.50	2210	93014	10.50	5880	263094
93	21/11/2025	15	24	30	45	50	5	6	6738975.20	0	5	1707512.50	0	3	547304.60	0	2	5310.40	0	34	368.70	19	612	146.10	22	1235	179.30	26	1384	26.90	444	21384	23.00	493	27922	20.90	962	58209	12.90	2217	117679	10.50	7349	434425
92	18/11/2025	19	25	27	41	49	3	9	24111040.74	0	0	0.00	0	0	191831.50	0	4	4218.90	0	30	315.70	13	501	124.10	34	1002	124.10	31	1420	19.40	501	21288	19.40	500	22637	18.10	1034	47182	9.50	2500	111552	9.50	7164	335527
91	14/11/2025	3	5	20	30	37	6	12	17622630.64	0	0	0.00	0	0	1026937.70	0	1	8915.30	1	19	376.70	5	562	112.80	31	1501	207.50	31	1122	30.90	314	17427	22.80	455	26445	16.00	1314	71226	15.90	1692	89356	10.90	7509	392021
90	11/11/2025	8	24	25	41	50	8	9	10000000.00	0	0	1239381.90	0	1	174738.40	0	4	4803.80	2	24	425.10	8	339	136.90	16	842	185.80	27	853	29.30	329	12511	21.60	528	18954	19.60	974	39650	14.50	1753	67057	10.00	7505	290925
89	07/11/2025	13	19	22	35	40	2	8	54286720.10	0	1	737967.50	0	3	312134.50	0	4	3744.40	0	55	290.50	21	886	112.30	27	1833	122.20	18	2316	20.00	454	32718	18.40	606	39836	17.00	1112	81713	10.10	2589	170797	9.40	8377	555024
88	04/11/2025	3	21	22	33	39	1	9	43358337.76	0	0	1558456.80	0	1	219724.20	0	4	7248.60	0	20	324.70	5	558	110.40	20	1313	153.30	28	1300	26.30	344	17550	19.00	520	27055	15.90	1133	61300	13.40	1818	91276	9.70	7179	376887
87	31/10/2025	5	11	40	41	47	1	5	34712203.24	0	0	288934.50	0	7	190103.20	0	6	6487.70	0	29	371.50	17	633	142.70	24	1318	185.50	30	1394	27.30	379	21905	22.90	546	29255	20.30	1095	62504	13.10	2125	121080	10.50	8238	454577
86	28/10/2025	3	4	22	45	50	9	12	24784802.12	0	0	688141.30	0	2	155231.80	0	5	5819.30	0	22	423.30	12	378	134.00	23	955	201.40	13	874	32.30	259	12634	23.30	454	19499	18.70	1113	46083	16.20	1392	66479	11.00	6612	294143
85	24/10/2025	12	13	27	42	43	3	4	17757135.28	0	0	926546.70	0	2	116117.60	0	9	5560.60	0	31	301.70	7	714	120.20	18	1434	143.90	17	1646	23.70	342	23128	16.70	521	36869	16.70	1134	69323	12.60	1803	115316	8.40	7953	520459
84	21/10/2025	6	21	30	40	46	3	4	10000000.00	0	0	323295.20	0	4	104184.80	0	7	4148.10	4	29	334.80	10	449	134.40	18	895	196.60	19	841	29.20	259	13107	22.90	376	18699	20.60	828	39344	13.50	1480	75013	10.40	6389	293095
83	17/10/2025	18	21	34	35	46	2	3	69169588.10	0	1	1197100.00	0	2	122747.00	0	11	8248.70	0	27	299.30	8	930	115.30	20	1930	197.50	15	1550	29.00	300	24400	19.50	489	40611	17.80	1062	84034	14.20	1788	131529	9.60	7865	587349
82	14/10/2025	8	12	13	49	50	2	4	57315620.44	0	0	286652.60	0	6	138564.60	0	7	5161.00	2	31	365.60	10	547	125.60	24	1273	175.10	27	1256	25.80	383	19732	21.00	567	27117	18.30	1392	58869	12.30	1980	109650	9.70	8552	415819
81	10/10/2025	4	5	24	31	41	3	12	47824081.70	0	0	433137.10	0	5	407115.30	0	3	6104.80	0	33	385.60	4	653	135.40	15	1487	212.50	18	1303	33.00	265	19406	23.40	478	30593	18.40	1177	73866	16.10	1632	105310	10.80	7428	471799
80	07/10/2025	10	22	38	42	48	2	9	37125578.06	0	0	507933.50	0	3	171870.50	1	5	4887.80	0	29	329.90	11	537	127.50	20	1111	148.50	25	1312	23.60	302	19103	21.80	437	23083	19.10	1028	49842	11.40	1985	104472	10.40	6851	343416
79	03/10/2025	1	2	7	21	27	8	12	28695884.86	0	0	635080.60	0	3	53723.30	1	20	5538.40	0	32	246.70	23	898	69.00	56	2567	190.90	34	1276	33.20	369	17015	18.10	730	34718	14.90	1867	92495	14.90	1749	87538	9.70	9358	459029
